Ticket ID,latent_problem_id,had_context,true_category
MU-101211,ACC-PWD-RESET,Yes,Account & Access Management
MU-103319,SIS-TRANSCRIPT,No,Student Information System
MU-104864,SIS-FEE,No,Student Information System
MU-101684,HW-PC-SLOW,Yes,Hardware & Equipment
MU-102312,LMS-UPLOAD,Yes,Learning Management System
MU-101498,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104226,LMS-QUIZ,No,Learning Management System
MU-101080,ACC-PWD-RESET,No,Account & Access Management
MU-104077,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103584,APP-PRINT-SW,Yes,Application Support
MU-102072,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103192,LMS-LOGIN,Yes,Learning Management System
MU-103549,APP-LICENCE,Yes,Application Support
MU-104549,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-104438,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103169,LMS-LOGIN,No,Learning Management System
MU-101940,LMS-QUIZ,Yes,Learning Management System
MU-104191,APP-PRINT-SW,Yes,Application Support
MU-102812,ACC-PWD-RESET,No,Account & Access Management
MU-102045,ACC-PWD-RESET,No,Account & Access Management
MU-103259,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102435,NET-LAN-PORT,Yes,Network & Connectivity
MU-103602,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-102887,LMS-UPLOAD,No,Learning Management System
MU-104867,SIS-PORTAL-SLOW,Yes,Student Information System
MU-103286,LMS-LOGIN,Yes,Learning Management System
MU-100217,NET-SLOW,Yes,Network & Connectivity
MU-104766,NET-LAN-PORT,Yes,Network & Connectivity
MU-104382,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103364,APP-INSTALL,Yes,Application Support
MU-101668,LMS-LOGIN,No,Learning Management System
MU-103929,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101239,NET-LAN-PORT,Yes,Network & Connectivity
MU-101530,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-104829,NET-SLOW,Yes,Network & Connectivity
MU-101554,SIS-TRANSCRIPT,Yes,Student Information System
MU-101801,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-102797,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-102851,HW-PRINTER,No,Hardware & Equipment
MU-102546,ACC-PWD-RESET,Yes,Account & Access Management
MU-103268,ACC-PWD-RESET,Yes,Account & Access Management
MU-102113,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102451,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100737,ACC-NEW,Yes,Account & Access Management
MU-101808,ACC-PWD-RESET,Yes,Account & Access Management
MU-102314,SIS-FEE,Yes,Student Information System
MU-102921,ACC-LOCKED,Yes,Account & Access Management
MU-101421,SIS-REG,Yes,Student Information System
MU-101283,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103645,ACC-PWD-RESET,Yes,Account & Access Management
MU-104808,ACC-PWD-RESET,Yes,Account & Access Management
MU-102206,ACC-PWD-RESET,Yes,Account & Access Management
MU-101043,ACC-PWD-RESET,No,Account & Access Management
MU-101405,LMS-LOGIN,Yes,Learning Management System
MU-104195,ACC-PWD-RESET,No,Account & Access Management
MU-100867,NET-SLOW,Yes,Network & Connectivity
MU-100297,ACC-PWD-RESET,Yes,Account & Access Management
MU-101607,EML-MEETING,No,Email & Collaboration
MU-102680,APP-INSTALL,Yes,Application Support
MU-103514,HW-PRINTER,Yes,Hardware & Equipment
MU-101368,LMS-LOGIN,Yes,Learning Management System
MU-103064,SIS-REG,No,Student Information System
MU-102398,HW-PRINTER,Yes,Hardware & Equipment
MU-101365,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104663,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103849,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102716,LMS-LOGIN,Yes,Learning Management System
MU-104817,HW-PROJECTOR,Yes,Hardware & Equipment
MU-103499,HW-PRINTER,Yes,Hardware & Equipment
MU-103738,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104393,HW-PRINTER,Yes,Hardware & Equipment
MU-103730,HW-PRINTER,No,Hardware & Equipment
MU-102871,LMS-LOGIN,No,Learning Management System
MU-100142,HW-PRINTER,No,Hardware & Equipment
MU-104800,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102595,LMS-LOGIN,Yes,Learning Management System
MU-100742,SIS-FEE,Yes,Student Information System
MU-101157,ACC-PWD-RESET,Yes,Account & Access Management
MU-103320,LMS-UPLOAD,No,Learning Management System
MU-101678,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100160,ACC-PWD-RESET,No,Account & Access Management
MU-101259,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100592,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100565,APP-PRINT-SW,Yes,Application Support
MU-102368,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100233,SIS-FEE,Yes,Student Information System
MU-104638,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101586,ACC-PWD-RESET,No,Account & Access Management
MU-100780,LMS-QUIZ,Yes,Learning Management System
MU-103863,HW-PC-SLOW,No,Hardware & Equipment
MU-102213,HW-PROJECTOR,Yes,Hardware & Equipment
MU-101169,HW-PC-SLOW,No,Hardware & Equipment
MU-100678,NET-VPN,Yes,Network & Connectivity
MU-104417,SIS-FEE,Yes,Student Information System
MU-104059,ACC-LOCKED,No,Account & Access Management
MU-101990,APP-PRINT-SW,Yes,Application Support
MU-101504,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102952,SIS-TRANSCRIPT,No,Student Information System
MU-104063,ACC-LOCKED,No,Account & Access Management
MU-103452,LMS-QUIZ,Yes,Learning Management System
MU-103399,SIS-FEE,No,Student Information System
MU-100398,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102203,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104434,LMS-COURSE-MISSING,No,Learning Management System
MU-104148,ACC-LOCKED,No,Account & Access Management
MU-101179,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102619,SIS-PORTAL-SLOW,No,Student Information System
MU-104745,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103135,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102333,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100496,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103577,NET-VPN,Yes,Network & Connectivity
MU-100495,ACC-PERMS,Yes,Account & Access Management
MU-103920,HW-PRINTER,Yes,Hardware & Equipment
MU-100215,ACC-PWD-RESET,Yes,Account & Access Management
MU-100353,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101571,NET-LAN-PORT,Yes,Network & Connectivity
MU-100570,APP-LICENCE,Yes,Application Support
MU-104534,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102299,ACC-PWD-RESET,Yes,Account & Access Management
MU-103074,EML-MEETING,Yes,Email & Collaboration
MU-103105,LMS-LOGIN,No,Learning Management System
MU-103854,ACC-NEW,Yes,Account & Access Management
MU-103072,HW-PROJECTOR,No,Hardware & Equipment
MU-100538,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104882,LMS-QUIZ,No,Learning Management System
MU-101814,LMS-COURSE-MISSING,No,Learning Management System
MU-103930,APP-ERP,Yes,Application Support
MU-104606,APP-LICENCE,Yes,Application Support
MU-103273,NET-VPN,No,Network & Connectivity
MU-100785,LMS-COURSE-MISSING,No,Learning Management System
MU-104193,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100693,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102968,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100752,APP-INSTALL,Yes,Application Support
MU-100715,LMS-COURSE-MISSING,No,Learning Management System
MU-103679,NET-LAN-PORT,No,Network & Connectivity
MU-104842,ACC-NEW,Yes,Account & Access Management
MU-102806,HW-PC-NOBOOT,No,Hardware & Equipment
MU-104038,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103510,APP-INSTALL,Yes,Application Support
MU-100825,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103118,NET-LAN-PORT,No,Network & Connectivity
MU-103057,APP-ERP,Yes,Application Support
MU-103422,APP-INSTALL,No,Application Support
MU-100182,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-100589,HW-PRINTER,No,Hardware & Equipment
MU-103731,NET-LAN-PORT,Yes,Network & Connectivity
MU-103932,APP-PRINT-SW,Yes,Application Support
MU-101525,ACC-PWD-RESET,Yes,Account & Access Management
MU-102366,ACC-PWD-RESET,Yes,Account & Access Management
MU-103966,APP-INSTALL,Yes,Application Support
MU-100642,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103184,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104436,ACC-NEW,No,Account & Access Management
MU-100835,ACC-NEW,No,Account & Access Management
MU-100599,HW-PROJECTOR,No,Hardware & Equipment
MU-103264,APP-INSTALL,Yes,Application Support
MU-101548,SIS-FEE,No,Student Information System
MU-103177,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101095,LMS-QUIZ,Yes,Learning Management System
MU-104772,APP-INSTALL,No,Application Support
MU-100506,LMS-UPLOAD,Yes,Learning Management System
MU-104292,ACC-PERMS,Yes,Account & Access Management
MU-102657,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101240,ACC-LOCKED,No,Account & Access Management
MU-100242,APP-PRINT-SW,Yes,Application Support
MU-100339,HW-PRINTER,Yes,Hardware & Equipment
MU-104577,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103216,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103705,HW-PROJECTOR,Yes,Hardware & Equipment
MU-101167,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103479,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101483,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102776,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-100688,ACC-PWD-RESET,Yes,Account & Access Management
MU-100814,LMS-COURSE-MISSING,Yes,Learning Management System
MU-104761,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103250,SIS-REG,No,Student Information System
MU-102846,SIS-REG,Yes,Student Information System
MU-100044,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101022,LMS-COURSE-MISSING,No,Learning Management System
MU-100151,LMS-COURSE-MISSING,No,Learning Management System
MU-104483,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102520,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101455,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101264,NET-SLOW,No,Network & Connectivity
MU-103382,ACC-PWD-RESET,No,Account & Access Management
MU-100721,HW-PERIPHERAL,No,Hardware & Equipment
MU-102125,NET-WIFI-NOCONN,No,Network & Connectivity
MU-101858,HW-PERIPHERAL,No,Hardware & Equipment
MU-104554,APP-INSTALL,No,Application Support
MU-104684,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102725,HW-PC-SLOW,No,Hardware & Equipment
MU-101835,LMS-UPLOAD,Yes,Learning Management System
MU-101061,NET-SLOW,Yes,Network & Connectivity
MU-102947,SIS-FEE,Yes,Student Information System
MU-101519,LMS-LOGIN,Yes,Learning Management System
MU-104596,NET-SLOW,No,Network & Connectivity
MU-101272,ACC-PWD-RESET,Yes,Account & Access Management
MU-103417,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102319,ACC-PWD-RESET,No,Account & Access Management
MU-100282,ACC-NEW,Yes,Account & Access Management
MU-101645,HW-PRINTER,No,Hardware & Equipment
MU-102276,NET-LAN-PORT,Yes,Network & Connectivity
MU-101664,ACC-PWD-RESET,Yes,Account & Access Management
MU-101065,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104518,APP-ERP,No,Application Support
MU-103023,ACC-LOCKED,No,Account & Access Management
MU-102322,LMS-UPLOAD,No,Learning Management System
MU-103071,ACC-PWD-RESET,No,Account & Access Management
MU-102663,NET-SLOW,No,Network & Connectivity
MU-101860,ACC-PWD-RESET,Yes,Account & Access Management
MU-101287,NET-WIFI-NOCONN,No,Network & Connectivity
MU-104537,SIS-REG,Yes,Student Information System
MU-100549,APP-LICENCE,No,Application Support
MU-104722,HW-PRINTER,Yes,Hardware & Equipment
MU-100583,ACC-PWD-RESET,Yes,Account & Access Management
MU-102084,ACC-PWD-RESET,Yes,Account & Access Management
MU-100762,SIS-TRANSCRIPT,Yes,Student Information System
MU-101686,ACC-LOCKED,Yes,Account & Access Management
MU-101503,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102953,ACC-PWD-RESET,Yes,Account & Access Management
MU-101361,SIS-PORTAL-SLOW,Yes,Student Information System
MU-100716,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-101625,ACC-PWD-RESET,Yes,Account & Access Management
MU-100489,ACC-PERMS,Yes,Account & Access Management
MU-102829,ACC-PERMS,Yes,Account & Access Management
MU-100471,ACC-NEW,No,Account & Access Management
MU-104777,EML-MAILBOX-FULL,No,Email & Collaboration
MU-102596,HW-PERIPHERAL,No,Hardware & Equipment
MU-100427,LMS-UPLOAD,No,Learning Management System
MU-103010,NET-LAN-PORT,Yes,Network & Connectivity
MU-101472,SIS-TRANSCRIPT,Yes,Student Information System
MU-100328,NET-LAN-PORT,Yes,Network & Connectivity
MU-100972,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103742,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100883,ACC-LOCKED,No,Account & Access Management
MU-104547,NET-SLOW,Yes,Network & Connectivity
MU-103292,APP-PRINT-SW,Yes,Application Support
MU-101284,LMS-LOGIN,No,Learning Management System
MU-100875,NET-VPN,Yes,Network & Connectivity
MU-100197,APP-INSTALL,No,Application Support
MU-100595,ACC-NEW,Yes,Account & Access Management
MU-101205,HW-PRINTER,Yes,Hardware & Equipment
MU-100897,ACC-PWD-RESET,Yes,Account & Access Management
MU-101928,NET-VPN,Yes,Network & Connectivity
MU-104668,APP-LICENCE,Yes,Application Support
MU-102446,SIS-REG,No,Student Information System
MU-101068,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101077,APP-ERP,Yes,Application Support
MU-101756,EML-SEND-FAIL,No,Email & Collaboration
MU-103247,APP-ERP,Yes,Application Support
MU-102830,HW-PERIPHERAL,Yes,Hardware & Equipment
MU-103649,SIS-REG,Yes,Student Information System
MU-102748,SIS-PORTAL-SLOW,No,Student Information System
MU-101223,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101527,SIS-REG,Yes,Student Information System
MU-103295,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101887,ACC-PWD-RESET,No,Account & Access Management
MU-104132,SIS-TRANSCRIPT,Yes,Student Information System
MU-102122,ACC-LOCKED,No,Account & Access Management
MU-103958,ACC-PWD-RESET,No,Account & Access Management
MU-103811,NET-SLOW,Yes,Network & Connectivity
MU-104530,APP-INSTALL,No,Application Support
MU-104276,ACC-PWD-RESET,No,Account & Access Management
MU-104127,EML-SEND-FAIL,No,Email & Collaboration
MU-104896,ACC-PWD-RESET,Yes,Account & Access Management
MU-104091,APP-ERP,No,Application Support
MU-102346,APP-PRINT-SW,Yes,Application Support
MU-100131,NET-LAN-PORT,No,Network & Connectivity
MU-104593,NET-SLOW,Yes,Network & Connectivity
MU-100579,LMS-LOGIN,No,Learning Management System
MU-103469,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103181,ACC-PWD-RESET,Yes,Account & Access Management
MU-103028,EML-SEND-FAIL,Yes,Email & Collaboration
MU-103365,LMS-UPLOAD,No,Learning Management System
MU-101780,ACC-PWD-RESET,Yes,Account & Access Management
MU-100220,HW-PROJECTOR,Yes,Hardware & Equipment
MU-100082,SIS-TRANSCRIPT,No,Student Information System
MU-100977,NET-VPN,Yes,Network & Connectivity
MU-101812,HW-PC-SLOW,Yes,Hardware & Equipment
MU-100261,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101744,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100635,ACC-PWD-RESET,No,Account & Access Management
MU-104203,NET-LAN-PORT,Yes,Network & Connectivity
MU-100697,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100601,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104257,HW-PRINTER,No,Hardware & Equipment
MU-102339,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102802,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100667,ACC-PERMS,Yes,Account & Access Management
MU-101058,NET-LAN-PORT,Yes,Network & Connectivity
MU-102753,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102021,NET-SLOW,Yes,Network & Connectivity
MU-103558,EML-MAILBOX-FULL,No,Email & Collaboration
MU-103675,APP-INSTALL,No,Application Support
MU-103383,SIS-FEE,Yes,Student Information System
MU-100535,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102443,NET-SLOW,No,Network & Connectivity
MU-101045,HW-PROJECTOR,Yes,Hardware & Equipment
MU-101912,APP-PRINT-SW,Yes,Application Support
MU-101853,ACC-PERMS,Yes,Account & Access Management
MU-100692,APP-INSTALL,No,Application Support
MU-101651,SIS-FEE,Yes,Student Information System
MU-102904,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103552,HW-PRINTER,Yes,Hardware & Equipment
MU-100966,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102765,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102151,SIS-FEE,Yes,Student Information System
MU-102393,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100388,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101474,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100394,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101785,LMS-LOGIN,Yes,Learning Management System
MU-100958,EML-MAILBOX-FULL,No,Email & Collaboration
MU-100109,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102882,ACC-NEW,No,Account & Access Management
MU-100841,SIS-REG,No,Student Information System
MU-100469,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103212,LMS-UPLOAD,No,Learning Management System
MU-103632,LMS-COURSE-MISSING,No,Learning Management System
MU-102331,EML-MEETING,No,Email & Collaboration
MU-101266,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102191,ACC-LOCKED,Yes,Account & Access Management
MU-102297,SIS-REG,No,Student Information System
MU-100249,LMS-COURSE-MISSING,Yes,Learning Management System
MU-100593,ACC-LOCKED,No,Account & Access Management
MU-103279,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101135,ACC-LOCKED,No,Account & Access Management
MU-101436,LMS-UPLOAD,Yes,Learning Management System
MU-103984,ACC-PWD-RESET,No,Account & Access Management
MU-100076,HW-PRINTER,No,Hardware & Equipment
MU-102854,LMS-LOGIN,No,Learning Management System
MU-101110,ACC-PERMS,Yes,Account & Access Management
MU-102532,APP-INSTALL,Yes,Application Support
MU-100318,ACC-LOCKED,Yes,Account & Access Management
MU-104502,EML-SEND-FAIL,No,Email & Collaboration
MU-104370,NET-VPN,No,Network & Connectivity
MU-103848,ACC-LOCKED,No,Account & Access Management
MU-103305,HW-PRINTER,No,Hardware & Equipment
MU-103505,ACC-PWD-RESET,No,Account & Access Management
MU-104219,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103887,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-100624,LMS-LOGIN,No,Learning Management System
MU-102823,EML-MAILBOX-FULL,No,Email & Collaboration
MU-101882,ACC-PWD-RESET,Yes,Account & Access Management
MU-102185,LMS-QUIZ,No,Learning Management System
MU-100278,APP-INSTALL,No,Application Support
MU-103322,NET-LAN-PORT,Yes,Network & Connectivity
MU-101195,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103853,LMS-LOGIN,Yes,Learning Management System
MU-104165,SIS-TRANSCRIPT,Yes,Student Information System
MU-101417,ACC-PWD-RESET,No,Account & Access Management
MU-103983,NET-LAN-PORT,Yes,Network & Connectivity
MU-103006,HW-PRINTER,Yes,Hardware & Equipment
MU-103088,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102476,SIS-FEE,Yes,Student Information System
MU-100926,ACC-PWD-RESET,No,Account & Access Management
MU-100937,HW-PERIPHERAL,No,Hardware & Equipment
MU-103022,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103500,HW-PC-SLOW,Yes,Hardware & Equipment
MU-103084,ACC-NEW,No,Account & Access Management
MU-104764,NET-LAN-PORT,No,Network & Connectivity
MU-101514,SIS-PORTAL-SLOW,No,Student Information System
MU-102247,LMS-LOGIN,Yes,Learning Management System
MU-100455,LMS-UPLOAD,Yes,Learning Management System
MU-103775,HW-PRINTER,Yes,Hardware & Equipment
MU-100198,ACC-PWD-RESET,Yes,Account & Access Management
MU-103418,ACC-NEW,Yes,Account & Access Management
MU-103293,EML-SEND-FAIL,Yes,Email & Collaboration
MU-104339,LMS-COURSE-MISSING,Yes,Learning Management System
MU-101636,APP-LICENCE,No,Application Support
MU-102064,HW-PERIPHERAL,No,Hardware & Equipment
MU-101394,HW-PRINTER,No,Hardware & Equipment
MU-100791,EML-MEETING,No,Email & Collaboration
MU-101420,HW-PC-SLOW,Yes,Hardware & Equipment
MU-104285,ACC-PWD-RESET,Yes,Account & Access Management
MU-100765,LMS-LOGIN,Yes,Learning Management System
MU-103880,ACC-PWD-RESET,No,Account & Access Management
MU-101588,APP-PRINT-SW,Yes,Application Support
MU-100661,ACC-PWD-RESET,No,Account & Access Management
MU-100127,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102721,LMS-LOGIN,No,Learning Management System
MU-104716,ACC-NEW,No,Account & Access Management
MU-100043,APP-LICENCE,No,Application Support
MU-104548,HW-PC-NOBOOT,No,Hardware & Equipment
MU-103642,ACC-PWD-RESET,Yes,Account & Access Management
MU-100304,SIS-PORTAL-SLOW,Yes,Student Information System
MU-100901,ACC-PWD-RESET,Yes,Account & Access Management
MU-103663,APP-INSTALL,Yes,Application Support
MU-102107,APP-PRINT-SW,Yes,Application Support
MU-103594,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102335,EML-SEND-FAIL,Yes,Email & Collaboration
MU-101551,LMS-LOGIN,Yes,Learning Management System
MU-102924,APP-ERP,Yes,Application Support
MU-100699,HW-PRINTER,Yes,Hardware & Equipment
MU-101745,LMS-UPLOAD,Yes,Learning Management System
MU-103434,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-101139,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103805,SIS-FEE,Yes,Student Information System
MU-100674,HW-PERIPHERAL,No,Hardware & Equipment
MU-101059,ACC-PWD-RESET,No,Account & Access Management
MU-103546,ACC-PWD-RESET,Yes,Account & Access Management
MU-100991,ACC-LOCKED,No,Account & Access Management
MU-103404,NET-WIFI-NOCONN,No,Network & Connectivity
MU-100793,APP-INSTALL,Yes,Application Support
MU-102828,APP-INSTALL,Yes,Application Support
MU-103906,NET-SLOW,Yes,Network & Connectivity
MU-104035,ACC-NEW,Yes,Account & Access Management
MU-103052,HW-PC-NOBOOT,Yes,Hardware & Equipment
MU-103016,EML-MEETING,No,Email & Collaboration
MU-104687,LMS-LOGIN,Yes,Learning Management System
MU-102654,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-101888,SIS-FEE,No,Student Information System
MU-104787,ACC-NEW,No,Account & Access Management
MU-100830,SIS-REG,Yes,Student Information System
MU-103674,SIS-FEE,Yes,Student Information System
MU-103829,ACC-PWD-RESET,No,Account & Access Management
MU-100284,NET-LAN-PORT,No,Network & Connectivity
MU-100969,NET-LAN-PORT,No,Network & Connectivity
MU-102580,ACC-PWD-RESET,Yes,Account & Access Management
MU-102926,HW-PC-NOBOOT,No,Hardware & Equipment
MU-104804,ACC-PWD-RESET,No,Account & Access Management
MU-101149,SIS-REG,No,Student Information System
MU-103130,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-103451,ACC-PWD-RESET,Yes,Account & Access Management
MU-103708,HW-PC-NOBOOT,No,Hardware & Equipment
MU-102229,HW-PRINTER,No,Hardware & Equipment
MU-103379,ACC-PERMS,Yes,Account & Access Management
MU-104748,SIS-PORTAL-SLOW,Yes,Student Information System
MU-104346,SIS-TRANSCRIPT,Yes,Student Information System
MU-102231,EML-SEND-FAIL,Yes,Email & Collaboration
MU-100887,ACC-PWD-RESET,Yes,Account & Access Management
MU-103153,APP-PRINT-SW,Yes,Application Support
MU-101021,ACC-PWD-RESET,No,Account & Access Management
MU-103548,HW-PC-SLOW,No,Hardware & Equipment
MU-104510,ACC-NEW,No,Account & Access Management
MU-103576,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102869,HW-PRINTER,No,Hardware & Equipment
MU-102941,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-101676,ACC-PWD-RESET,Yes,Account & Access Management
MU-100058,LMS-LOGIN,No,Learning Management System
MU-103398,EML-SEND-FAIL,No,Email & Collaboration
MU-104275,APP-ERP,Yes,Application Support
MU-100846,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103000,HW-PROJECTOR,Yes,Hardware & Equipment
MU-102577,SIS-PORTAL-SLOW,Yes,Student Information System
MU-102537,ACC-PWD-RESET,No,Account & Access Management
MU-101559,ACC-LOCKED,Yes,Account & Access Management
MU-103280,EML-MEETING,No,Email & Collaboration
MU-103330,NET-SLOW,Yes,Network & Connectivity
MU-102918,NET-SLOW,Yes,Network & Connectivity
MU-102439,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-103717,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-102255,EML-MAILBOX-FULL,No,Email & Collaboration
MU-103458,LMS-COURSE-MISSING,Yes,Learning Management System
MU-102700,LMS-QUIZ,Yes,Learning Management System
MU-102645,ACC-LOCKED,Yes,Account & Access Management
MU-101721,APP-INSTALL,Yes,Application Support
MU-100833,SIS-REG,Yes,Student Information System
MU-100749,HW-PROJECTOR,No,Hardware & Equipment
MU-100703,NET-SLOW,No,Network & Connectivity
MU-101221,EML-MAILBOX-FULL,Yes,Email & Collaboration
MU-100675,EML-SEND-FAIL,Yes,Email & Collaboration
MU-102129,LMS-LOGIN,No,Learning Management System
MU-102432,APP-ERP,Yes,Application Support
MU-104823,SIS-TRANSCRIPT,No,Student Information System
MU-104172,ACC-PWD-RESET,Yes,Account & Access Management
MU-102804,NET-SLOW,No,Network & Connectivity
MU-103132,HW-PRINTER,Yes,Hardware & Equipment
MU-101872,APP-INSTALL,Yes,Application Support
MU-103809,LMS-UPLOAD,Yes,Learning Management System
MU-101386,ACC-PWD-RESET,Yes,Account & Access Management
MU-103202,APP-ERP,No,Application Support
MU-104508,APP-PRINT-SW,No,Application Support
MU-101416,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104000,NET-SLOW,Yes,Network & Connectivity
MU-103885,ACC-PWD-RESET,No,Account & Access Management
MU-102661,HW-PRINTER,No,Hardware & Equipment
MU-100987,NET-WIFI-NOCONN,Yes,Network & Connectivity
MU-104585,LMS-LOGIN,No,Learning Management System
MU-104030,HW-PRINTER,No,Hardware & Equipment
MU-100952,ACC-PWD-RESET,No,Account & Access Management
MU-102482,APP-INSTALL,Yes,Application Support
MU-100400,NET-WIFI-NOCONN,No,Network & Connectivity
MU-102426,NET-LAN-PORT,Yes,Network & Connectivity
MU-104810,SIS-REG,Yes,Student Information System
MU-100713,HW-PROJECTOR,Yes,Hardware & Equipment
MU-104413,APP-ERP,No,Application Support
MU-100183,LMS-COURSE-MISSING,Yes,Learning Management System
MU-103070,SIS-REG,Yes,Student Information System
MU-102285,NET-WIFI-NOCONN,No,Network & Connectivity
MU-103538,SIS-PORTAL-SLOW,No,Student Information System
MU-100679,NET-SLOW,No,Network & Connectivity
