Ticket ID,Subject,Description,Category,Subcategory,Department,Assigned Resolver,Assigned Team,Status,Resolution Notes,Created,Resolved,Reassigned,latent_problem_id,had_context,true_category,subject_clean,desc_clean,text,res_clean,y_category,y_team,y_category_id,y_team_id
MU-103167,Portal login issue,"Good morning, I am unable to sign in in the comp lab since the semester started. it was working fine last week.",Learning Management System,Access,Registrar (Academic),ICT-SYS-02,Systems & Accounts Team,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2025-03-31 08:47,2025-04-01 13:38,No,LMS-LOGIN,No,Learning Management System,portal login issue,good morning i am unable to sign in in the computer lab since the semester started it was working fine last week,portal login issue portal login issue good morning i am unable to sign in in the computer lab since the semester started it was working fine last week,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,Learning Management System,Systems & Accounts Team,4,5
MU-101847,PC will not power on,"Hello, It keeps failing.  it beeps and stops before loading windows for a while now.  it was working fine last week.  kindly look into it.  Your assistance will be appreciated.",Hardware & Equipment,Desktop / laptop,School of Education,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Diagnosed a failed power supply unit following a power surge, replaced the PSU and confirmed the system booted normally into the operating system.",2024-03-27 12:47,2024-04-01 20:58,No,HW-PC-NOBOOT,Yes,Hardware & Equipment,pc will not power on,hello it keeps failing it beeps and stops before loading windows for a while now it was working fine last week kindly look into it your assistance will be appreciated,pc will not power on pc will not power on hello it keeps failing it beeps and stops before loading windows for a while now it was working fine last week kindly look into it your assistance will be appreciated,"Diagnosed a failed power supply unit following a power surge, replaced the PSU and confirmed the system booted normally into the operating system.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-104197,eLearning access problem,I am loccked out in the computer lab.,Student Information System,Access,School of Engineering,ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2024-12-16 08:34,2024-12-16 11:58,No,LMS-LOGIN,No,Learning Management System,elearning access problem,i am loccked out in the computer lab,elearning access problem elearning access problem i am loccked out in the computer lab,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,Student Information System,eLearning Support Unit,6,6
MU-101048,ERP not opening,"Dear Sir/Madam, It is not functioning and this is the finance module of the erp since yesterday.",Application Support,ERP / Finance system,School of Science,ICT-APP-01,Applications Support Team,Closed,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",2024-05-31 07:06,2024-05-31 10:35,No,APP-ERP,Yes,Application Support,erp not opening,dear sir madam it is not functioning and this is the finance module of the erp since yesterday,erp not opening erp not opening dear sir madam it is not functioning and this is the finance module of the erp since yesterday,"Cleared the corrupted local client cache, updated the ERP client to the current build and re-established the database connection profile. Confirmed normal operation.",Application Support,Applications Support Team,1,0
MU-103904,kindly reset my password,It refuses to let me in in the administration block. please help.,Account & Access Management,Password reset,School of Education,ICT-HD-03,Help Desk (Tier 1),Closed,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",2024-10-06 11:47,2024-10-06 16:03,No,ACC-PWD-RESET,No,Account & Access Management,kindly reset my password,it refuses to let me in in the administration block please help,kindly reset my password kindly reset my password it refuses to let me in in the administration block please help,"Verified the requester's identity against staff/student records, reset the account password in Active Directory and issued a temporary password with a forced change at next logon.",Account & Access Management,Help Desk (Tier 1),0,2
MU-101363,Fee statement problem,"Good afternoon, It is down in the computer lab for the past two days.  Thank you.",Learning Management System,Fee statement,Finance Department,ICT-MIS-01,MIS / SIS Support Team,Closed,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal.",2024-01-14 12:59,2024-01-15 03:48,No,SIS-FEE,No,Student Information System,fee statement problem,good afternoon it is down in the computer lab for the past two days thank you,fee statement problem fee statement problem good afternoon it is down in the computer lab for the past two days thank you,"Reconciled the bank transaction reference against the finance ledger, posted the missing receipt to the student account and confirmed the updated statement in the portal.",Learning Management System,MIS / SIS Support Team,4,3
MU-104016,LAN port dead,It has refused to work in our department. your assistance will be appreciated.,Network & Connectivity,LAN,Registrar (Academic),ICT-HD-01,Help Desk (Tier 1),Closed,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",2024-04-06 10:56,2024-04-06 22:39,No,NET-LAN-PORT,No,Network & Connectivity,lan port dead,it has refused to work in our department your assistance will be appreciated,lan port dead lan port dead it has refused to work in our department your assistance will be appreciated,"Traced the wall port to the patch panel, re-terminated the faulty jack and re-patched to an active switch port. Link confirmed at 1Gbps.",Network & Connectivity,Help Desk (Tier 1),5,2
MU-101339,Upload failing,It is not working since last week. i have tried on both my phone and laptop. kindly look into it.,Learning Management System,Content upload,School of Education,ICT-ELN-02,eLearning Support Unit,Closed,,2025-08-06 13:48,2025-08-06 21:50,No,LMS-UPLOAD,No,Learning Management System,upload failing,it is not working since last week i have tried on both my phone and laptop kindly look into it,upload failing upload failing it is not working since last week i have tried on both my phone and laptop kindly look into it,,Learning Management System,eLearning Support Unit,4,6
MU-103048,Cannnot print,"Dear Sir/Madam, I cannot access the system and the printer is not installed on my laptop.  Thanks in advance.",Application Support,Print services,School of Information Sciences,ICT-APP-02,Applications Support Team,Closed,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",2025-09-23 11:41,2025-09-24 10:28,No,APP-PRINT-SW,Yes,Application Support,cannnot print,dear sir madam i cannot access the system and the printer is not installed on my laptop thanks in advance,cannnot print cannnot print dear sir madam i cannot access the system and the printer is not installed on my laptop thanks in advance,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",Application Support,Applications Support Team,1,0
MU-104279,Cannot send email,It is not wrking in our block. outgoing mail fails but incoming arrives for a while now.,Email & Collaboration,Mail delivery,School of Business and Economics,ICT-SYS-04,Systems & Accounts Team,Closed,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",2025-10-15 10:37,2025-10-15 21:39,No,EML-SEND-FAIL,Yes,Email & Collaboration,cannot send email,it is not wrking in our block outgoing mail fails but incoming arrives for a while now,cannot send email cannot send email it is not wrking in our block outgoing mail fails but incoming arrives for a while now,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",Email & Collaboration,Systems & Accounts Team,2,5
MU-104557,Internet is slow,"Greetings, It is not working and browing is very slow from today morning.  Regards.",Network & Connectivity,Performance,University Library,ICT-NET-01,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. Ticket closed.",2024-11-21 07:08,2024-11-22 23:12,No,NET-SLOW,Yes,Network & Connectivity,internet is slow,greetings it is not working and browing is very slow from today morning regards,internet is slow internet is slow greetings it is not working and browing is very slow from today morning regards,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. Ticket closed.",Network & Connectivity,Network Team,5,4
MU-101128,Slow connetion,"Good afternoon, It keeps hanging in our department from today morning. i have already restarted the machine. Awaiting your response.",Network & Connectivity,Performance,School of Education,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. Advised the user to report any recurrence.",2024-03-15 14:06,2024-03-17 06:18,No,NET-SLOW,No,Network & Connectivity,slow connetion,good afternoon it keeps hanging in our department from today morning i have already restarted the machine awaiting your response,slow connetion slow connetion good afternoon it keeps hanging in our department from today morning i have already restarted the machine awaiting your response,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput. Advised the user to report any recurrence.",Network & Connectivity,Hardware & Maintenance Team,5,1
MU-102324,Help needed,I am unable to get in. the deadline is today. kindly assist.,Learning Management System,Access,School of Science,ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2024-03-15 14:29,2024-03-16 13:44,No,LMS-LOGIN,No,Learning Management System,help needed,i am unable to get in the deadline is today kindly assist,help needed help needed i am unable to get in the deadline is today kindly assist,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,Learning Management System,eLearning Support Unit,4,6
MU-104813,PROJECCTOR FAINT,"Dear Sir/Madam, It is down and i have changed the cable but the projector still shows nothing in the computer lab. kindly assist. Your assistance will be appreciated.",Hardware & Equipment,Projector,University Library,ICT-HWM-02,Hardware & Maintenance Team,Closed,Replaced the faulty HDMI cable and cleaned the projector optics; where the lamp was beyond service hours the lamp module was replaced. Confirmed clear display. User confirmed the issue was resolved.,2025-10-31 11:15,2025-11-06 13:20,No,HW-PROJECTOR,Yes,Hardware & Equipment,projecctor faint,dear sir madam it is down and i have changed the cable but the projector still shows nothing in the computer lab kindly assist your assistance will be appreciated,projecctor faint projecctor faint dear sir madam it is down and i have changed the cable but the projector still shows nothing in the computer lab kindly assist your assistance will be appreciated,Replaced the faulty HDMI cable and cleaned the projector optics; where the lamp was beyond service hours the lamp module was replaced. Confirmed clear display. User confirmed the issue was resolved.,Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-104067,Office printer down,"Dear Sir/Madam, It keeps failling and the paper keeps jamming inside the printer from today morning.  kindly assist urgently.",Hardware & Equipment,Printer,University Library,ICT-HWM-01,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2024-05-26 11:07,2024-05-27 21:19,No,HW-PRINTER,Yes,Hardware & Equipment,office printer down,dear sir madam it keeps failling and the paper keeps jamming inside the printer from today morning kindly assist urgently,office printer down office printer down dear sir madam it keeps failling and the paper keeps jamming inside the printer from today morning kindly assist urgently,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-101889,Request for new account,We need an account opened at the library.  kindly assist urgntly.  Your assistance will be appreciated.,Account & Access Management,New account,School of Arts and Social Sciences,ICT-SYS-01,Systems & Accounts Team,Closed,"Created the domain account and mailbox from the approved appointment letter, assigned the departmental security groups and issued credentials to the user. Ticket closed.",2025-05-15 11:21,2025-05-15 13:56,No,ACC-NEW,No,Account & Access Management,request for new account,we need an account opened at the library kindly assist urgently your assistance will be appreciated,request for new account request for new account we need an account opened at the library kindly assist urgently your assistance will be appreciated,"Created the domain account and mailbox from the approved appointment letter, assigned the departmental security groups and issued credentials to the user. Ticket closed.",Account & Access Management,Systems & Accounts Team,0,5
MU-100806,Desktop not booting,It has stopped woking in lecture hall three. kindly assist urgently. Regards.,Hardware & Equipment,Desktop / laptop,School of Education,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Diagnosed a failed power supply unit following a power surge, replaced the PSU and confirmed the system booted normally into the operating system. Advised the user to report any recurrence.",2025-02-01 13:33,2025-02-06 09:32,No,HW-PC-NOBOOT,No,Hardware & Equipment,desktop not booting,it has stopped woking in lecture hall three kindly assist urgently regards,desktop not booting desktop not booting it has stopped woking in lecture hall three kindly assist urgently regards,"Diagnosed a failed power supply unit following a power surge, replaced the PSU and confirmed the system booted normally into the operating system. Advised the user to report any recurrence.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-101014,Email issue,It has stopped working in the computer lab since this morning. Your assistance will be appreciated.,Email & Collaboration,Mail delivery,University Library,ICT-SYS-03,Systems & Accounts Team,Closed,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",2025-11-11 09:03,2025-11-11 22:10,No,EML-SEND-FAIL,No,Email & Collaboration,email issue,it has stopped working in the computer lab since this morning your assistance will be appreciated,email issue email issue it has stopped working in the computer lab since this morning your assistance will be appreciated,"Identified an incorrect SMTP configuration on the client, corrected the outgoing server settings and authentication method, and confirmed successful test delivery.",Email & Collaboration,Systems & Accounts Team,2,5
MU-101602,Locked out,Access is denied and the system says my account is disabled in my office.,Account & Access Management,Account lockout,School of Business and Economics,ICT-HD-02,Help Desk (Tier 1),Closed,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices.",2024-04-17 17:41,2024-04-18 03:40,Yes,ACC-LOCKED,Yes,Account & Access Management,locked out,access is denied and the system says my account is disabled in my office,locked out locked out access is denied and the system says my account is disabled in my office,"Confirmed the lockout source, cleared the lockout in Active Directory, unlocked the account and advised the user on clearing cached credentials on secondary devices.",Account & Access Management,Help Desk (Tier 1),0,2
MU-102196,Printer not working,"Dear ICT, It has stopped working and the printer itself will not pull paper in the administration bloock since friday. it was working fine last week. kindly assist. Regards.",Hardware & Equipment,Printer,School of Medicine,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",2025-03-14 11:25,2025-03-21 15:06,Yes,HW-PRINTER,Yes,Hardware & Equipment,printer not working,dear ict it has stopped working and the printer itself will not pull paper in the administration bloock since friday it was working fine last week kindly assist regards,printer not working printer not working dear ict it has stopped working and the printer itself will not pull paper in the administration bloock since friday it was working fine last week kindly assist regards,"Cleared the paper path obstruction, replaced the worn pickup roller and ran a cleaning cycle. Confirmed clean output on a test print.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-104395,Quiz not opening,"Good morning, I cannot see it in my office.  my studeents cannot submit the cat on the platform.",Learning Management System,Assessment,School of Science,ICT-ELN-02,eLearning Support Unit,Closed,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",2024-11-17 12:08,2024-11-19 03:16,Yes,LMS-QUIZ,Yes,Learning Management System,quiz not opening,good morning i cannot see it in my office my studeents cannot submit the cat on the platform,quiz not opening quiz not opening good morning i cannot see it in my office my studeents cannot submit the cat on the platform,"Corrected the assessment availability window and group restrictions on the activity, extended the deadline as authorised by the lecturer and confirmed submissions were accepted.",Learning Management System,eLearning Support Unit,4,6
MU-102330,Mouse not respodning,It is giving an error since last week. Thank u.,Hardware & Equipment,Peripherals,School of Arts and Social Sciences,ICT-HWM-01,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2024-06-20 18:36,2024-06-27 17:49,No,HW-PERIPHERAL,No,Hardware & Equipment,mouse not respodning,it is giving an error since last week thank you,mouse not respodning mouse not respodning it is giving an error since last week thank you,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-100351,Balance still showing,It keeps failing and the portal still shows a balance after i cleared in our dept.  Regards.,Student Information System,Fee statement,ICT Directorate,ICT-MIS-03,MIS / SIS Support Team,In Progress,,2025-08-30 10:28,,No,SIS-FEE,Yes,Student Information System,balance still showing,it keeps failing and the portal still shows a balance after i cleared in our department regards,balance still showing balance still showing it keeps failing and the portal still shows a balance after i cleared in our department regards,,Student Information System,MIS / SIS Support Team,6,3
MU-100106,urgent assistance required,as above,Hardware & Equipment,Projector,School of Engineering,ICT-HWM-01,Hardware & Maintenance Team,Closed,Replaced the faulty HDMI cable and cleaned the projector optics; where the lamp was beyond service hours the lamp module was replaced. Confirmed clear display.,2024-02-17 08:00,2024-02-26 13:01,Yes,HW-PROJECTOR,Yes,Hardware & Equipment,urgent assistance required,as above,urgent assistance required urgent assistance required as above,Replaced the faulty HDMI cable and cleaned the projector optics; where the lamp was beyond service hours the lamp module was replaced. Confirmed clear display.,Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-103647,System slow at registration,"Dear Sir/Madam, Response is very slow and the student portal is the one affectd at the library since the semester started. my colleague is not having the same problem. please help. Regards.",Student Information System,Performance,Estates and Works,ICT-MIS-03,MIS / SIS Support Team,Closed,,2024-02-23 17:19,2024-02-23 19:23,No,SIS-PORTAL-SLOW,Yes,Student Information System,system slow at registration,dear sir madam response is very slow and the student portal is the one affectd at the library since the semester started my colleague is not having the same problem please help regards,system slow at registration system slow at registration dear sir madam response is very slow and the student portal is the one affectd at the library since the semester started my colleague is not having the same problem please help regards,,Student Information System,MIS / SIS Support Team,6,3
MU-100322,Keyboard not working,"Good morning, Nothing is happening at the library. i have tried on both my phone and laptop. pleaase help.",Hardware & Equipment,Peripherals,School of Business and Economics,ICT-HWM-01,Hardware & Maintenance Team,Resolved,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2024-05-19 14:44,2024-05-26 12:29,No,HW-PERIPHERAL,No,Hardware & Equipment,keyboard not working,good morning nothing is happening at the library i have tried on both my phone and laptop pleaase help,keyboard not working keyboard not working good morning nothing is happening at the library i have tried on both my phone and laptop pleaase help,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-104782,Portal login issue,I cant open it and i cant get into the e-learning platform at the main caampus since the power went off. Kindly assist.,Learning Management System,Access,Estates and Works,ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2025-08-31 18:26,2025-09-01 00:48,Yes,LMS-LOGIN,Yes,Learning Management System,portal login issue,i cannot open it and i cannot get into the elearning platform at the main caampus since the power went off kindly assist,portal login issue portal login issue i cannot open it and i cannot get into the elearning platform at the main caampus since the power went off kindly assist,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,Learning Management System,eLearning Support Unit,4,6
MU-104488,Scanner not detected,It does not appear anwyhere in our department for a while now.,Hardware & Equipment,Peripherals,Estates and Works,ICT-HWM-01,Hardware & Maintenance Team,Closed,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,2024-08-24 07:13,2024-08-25 05:27,No,HW-PERIPHERAL,No,Hardware & Equipment,scanner not detected,it does not appear anwyhere in our department for a while now,scanner not detected scanner not detected it does not appear anwyhere in our department for a while now,Replaced the faulty peripheral from stores and confirmed detection and normal operation; for the UPS the battery pack was replaced and a load test performed.,Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-102949,Transcript incomplete,I have no access and the transcript is missing marks from last semester since the power went off. kindly look into it.,Student Information System,Results / transcripts,School of Business and Economics,ICT-MIS-03,MIS / SIS Support Team,Closed,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",2025-01-31 14:09,2025-02-01 18:28,No,SIS-TRANSCRIPT,Yes,Student Information System,transcript incomplete,i have no access and the transcript is missing marks from last semester since the power went off kindly look into it,transcript incomplete transcript incomplete i have no access and the transcript is missing marks from last semester since the power went off kindly look into it,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting.",Student Information System,MIS / SIS Support Team,6,3
MU-100523,PC hanging,It keeps hanging at the main campus. the deadline is today. kindly treat as urgent. Regards.,Hardware & Equipment,Performance,School of Information Sciences,ICT-HWM-02,Hardware & Maintenance Team,Closed,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",2025-01-15 18:24,2025-01-22 16:18,No,HW-PC-SLOW,No,Hardware & Equipment,pc hanging,it keeps hanging at the main campus the deadline is today kindly treat as urgent regards,pc hanging pc hanging it keeps hanging at the main campus the deadline is today kindly treat as urgent regards,"Performed malware removal and disk cleanup, upgraded the machine from a mechanical disk to an SSD and increased RAM. Boot and application load times improved substantially.",Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-103517,Internet is slow,It is not working and the whole department's link is affected. i have tried on both my phone and laptop. Your assistance will be appreciated.,Network & Connectivity,Performance,University Library,ICT-NET-02,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2024-04-11 17:42,2024-04-12 09:16,No,NET-SLOW,Yes,Network & Connectivity,internet is slow,it is not working and the whole department s link is affected i have tried on both my phone and laptop your assistance will be appreciated,internet is slow internet is slow it is not working and the whole department s link is affected i have tried on both my phone and laptop your assistance will be appreciated,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",Network & Connectivity,Network Team,5,4
MU-101878,Machine dead,It has stopped working at the library. it beeps and stops before loading windows from today morning.,Hardware & Equipment,Desktop / laptop,School of Education,ICT-HWM-01,Hardware & Maintenance Team,Open,,2024-04-27 08:01,,No,HW-PC-NOBOOT,Yes,Hardware & Equipment,machine dead,it has stopped working at the library it beeps and stops before loading windows from today morning,machine dead machine dead it has stopped working at the library it beeps and stops before loading windows from today morning,,Hardware & Equipment,Hardware & Maintenance Team,3,1
MU-104387,LMS login failing,It says access denied. kindly assist urgently.,Student Information System,Access,School of Education,ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,2025-11-08 09:02,2025-11-09 13:30,No,LMS-LOGIN,No,Learning Management System,elearning login failing,it says access denied kindly assist urgently,elearning login failing elearning login failing it says access denied kindly assist urgently,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login.,Student Information System,eLearning Support Unit,6,6
MU-100735,Upload failing,It is not working in the administration block. your assistance will be appreciated.,Learning Management System,Content upload,School of Science,ICT-HD-02,Help Desk (Tier 1),Closed,Increased the per-file upload limit for the course area and advised the user on compressing large media before upload. Confirmed successful upload. Advised the user to report any recurrence.,2025-02-10 18:26,2025-02-11 05:02,No,LMS-UPLOAD,No,Learning Management System,upload failing,it is not working in the administration block your assistance will be appreciated,upload failing upload failing it is not working in the administration block your assistance will be appreciated,Increased the per-file upload limit for the course area and advised the user on compressing large media before upload. Confirmed successful upload. Advised the user to report any recurrence.,Learning Management System,Help Desk (Tier 1),4,2
MU-100346,UNABLE TO JOIN THE WIREELESS NETWORK,It is giving an error at the library. the wireless access point seems to be off. Awaitign your response.,Network & Connectivity,Wi-Fi,School of Information Sciences,ICT-NET-02,Network Team,Resolved,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,2025-11-23 15:03,2025-11-24 23:57,No,NET-WIFI-NOCONN,Yes,Network & Connectivity,unable to join the wireeless network,it is giving an error at the library the wireless access point seems to be off awaitign your response,unable to join the wireeless network unable to join the wireeless network it is giving an error at the library the wireless access point seems to be off awaitign your response,Reset the wireless access point serving the block and re-authenticated the user device on MU-WiFi. Confirmed connectivity restored.,Network & Connectivity,Network Team,5,4
MU-101271,Poor network performance,It is not working in the administration block. i wuld appreciate your help.,Network & Connectivity,Performance,School of Education,ICT-NET-03,Network Team,Closed,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",2025-10-13 14:43,2025-10-14 11:56,No,NET-SLOW,No,Network & Connectivity,poor network performance,it is not working in the administration block i wuld appreciate your help,poor network performance poor network performance it is not working in the administration block i wuld appreciate your help,"Investigated bandwidth utilisation on the department switch, identified a broadcast storm from a faulty device, isolated the port and normalised throughput.",Network & Connectivity,Network Team,5,4
MU-101696,Upload failing,It refues to accept the file in the staff room. the assignment file will not go up to the course page. please help. Kindly assist.,Learning Management System,Content upload,School of Science,ICT-ELN-02,eLearning Support Unit,Closed,Increased the per-file upload limit for the course area and advised the user on compressing large media before upload. Confirmed successful upload.,2024-10-02 15:40,2024-10-03 20:31,No,LMS-UPLOAD,Yes,Learning Management System,upload failing,it refues to accept the file in the staff room the assignment file will not go up to the course page please help kindly assist,upload failing upload failing it refues to accept the file in the staff room the assignment file will not go up to the course page please help kindly assist,Increased the per-file upload limit for the course area and advised the user on compressing large media before upload. Confirmed successful upload.,Learning Management System,eLearning Support Unit,4,6
MU-102521,Balance still showing,It keeps failing in our department since friday. it was working fine last week.,Student Information System,Fee statement,School of Science,ICT-MIS-01,MIS / SIS Support Team,Open,,2025-10-11 14:29,,Yes,SIS-FEE,No,Student Information System,balance still showing,it keeps failing in our department since friday it was working fine last week,balance still showing balance still showing it keeps failing in our department since friday it was working fine last week,,Student Information System,MIS / SIS Support Team,6,3
MU-101236,eLearning access problem,"Hello, Access is deniied and i need to get in to upload my course materials.  kindly assist.  Regards.",Learning Management System,Access,Registrar (Academic),ICT-ELN-01,eLearning Support Unit,Closed,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login. Ticket closed.,2025-09-29 10:02,2025-09-30 00:37,No,LMS-LOGIN,Yes,Learning Management System,elearning access problem,hello access is deniied and i need to get in to upload my course materials kindly assist regards,elearning access problem elearning access problem hello access is deniied and i need to get in to upload my course materials kindly assist regards,Confirmed the account existed on the LMS but was not synchronised with the directory; re-synchronised the user record and verified successful login. Ticket closed.,Learning Management System,eLearning Support Unit,4,6
MU-103636,Results not showing,It is missing. the results page is blank after i log in for the past two days. the deadline is today. i would appreciate your help.,Student Information System,Results / transcripts,University Library,ICT-MIS-03,MIS / SIS Support Team,Closed,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting. Ticket closed.",2024-11-03 13:49,2024-11-03 23:02,No,SIS-TRANSCRIPT,Yes,Student Information System,results not showing,it is missing the results page is blank after i log in for the past two days the deadline is today i would appreciate your help,results not showing results not showing it is missing the results page is blank after i log in for the past two days the deadline is today i would appreciate your help,"Traced the unresolved marks to an unapproved mark sheet, escalated to the school examinations office for approval and confirmed the results displayed after posting. Ticket closed.",Student Information System,MIS / SIS Support Team,6,3
MU-104238,Cannot connect to wifi,"Good afternoon, It has refused to work in the staff room since yesterday.",Network & Connectivity,Wi-Fi,Finance Department,ICT-NET-03,Network Team,In Progress,,2024-08-21 13:38,,No,NET-WIFI-NOCONN,No,Network & Connectivity,cannot connect to wifi,good afternoon it has refused to work in the staff room since yesterday,cannot connect to wifi cannot connect to wifi good afternoon it has refused to work in the staff room since yesterday,,Network & Connectivity,Network Team,5,4
MU-102119,Print problem,"Good morning, It is giving an error in lecture hall three. kindly look into it.",Application Support,Print services,School of Arts and Social Sciences,ICT-HWM-03,Hardware & Maintenance Team,Closed,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",2024-07-08 15:13,2024-07-11 07:12,No,APP-PRINT-SW,No,Application Support,print problem,good morning it is giving an error in lecture hall three kindly look into it,print problem print problem good morning it is giving an error in lecture hall three kindly look into it,"Removed the stale printer object, reinstalled the correct driver and mapped the user to the departmental print queue. Verified with a test page.",Application Support,Hardware & Maintenance Team,1,1
MU-103456,Access rights needed,"Hello, It says access denied in the staff room. my colleague can open it but i cannot since friday. kindly assist urgently. Awaiting your response.",Account & Access Management,Permissions,School of Information Sciences,ICT-SYS-02,Systems & Accounts Team,Closed,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",2024-08-16 18:36,2024-08-16 19:30,No,ACC-PERMS,Yes,Account & Access Management,access rights needed,hello it says access denied in the staff room my colleague can open it but i cannot since friday kindly assist urgently awaiting your response,access rights needed access rights needed hello it says access denied in the staff room my colleague can open it but i cannot since friday kindly assist urgently awaiting your response,"Added the user to the correct departmental security group after confirming approval from the head of department, and verified access to the shared resource.",Account & Access Management,Systems & Accounts Team,0,5
